REFCODE,W sigma,W sigma_11,W sigma_22,W sigma_33,P sigma,P sigma_11,P sigma_22,P sigma_33,W Distortion zeta,W Distortion delta,W Distortion sigma,W Distortion theta,C1-W-C2 angle,C1-W dist,C1-O dist,W-C1-O angle,C1 sigma,C1 sigma_11,C1 sigma_22,C1 sigma_33,C2-W dist,C2-O dist,W-C2-O angle,C2 sigma,C2 sigma_11,C2 sigma_22,C2 sigma_33,C3-W-C4 angle,C3-W dist,C3-O dist,W-C3-O angle,C3 sigma,C3 sigma_11,C3 sigma_22,C3 sigma_33,C4-W dist,C4-O dist,W-C4-O angle,C4 sigma,C4 sigma_11,C4 sigma_22,C4 sigma_33,C5-W-P angle,C5-W dist,C5-O dist,W-C5-O angle,C5 sigma,C5 sigma_11,C5 sigma_22,C5 sigma_33,P Distortion zeta,P Distortion delta,P Distortion sigma,P bonds,P-W dist,?1 atomic number,?1 bonds,W-P-?1 angle,P-?1 dist,?2 atomic number,?2 bonds,W-P-?2 angle,P-?2 dist,?3 atomic number,?3 bonds,W-P-?3 angle,P-?3 dist
LOVKOW_#[4],3490.01,3292.5,3482.34,3695.19,371.54,226.48,292.71,595.42,0.8573282790822434,0.0082603881237932,24.618561821207123,109.78958095293233,177.00115315303114,2.047029054508022,1.1390252236013036,179.5571468105836,-32.84,-173.31,-179.31,254.11,2.048974126239762,1.136249220021734,178.43538803405733,-32.68,-175.05,-177.09,254.1,174.40902391527143,2.048197844447652,1.1381757948577171,175.46207405220252,-34.74,-173.0,-178.0,246.78,2.0486966734975667,1.138655909394932,176.86316859447993,-30.12,-171.73,-176.15,257.5,176.1555942185918,1.9898425590985829,1.1473238993414192,178.79729989016886,-40.34,-175.92,-180.32,235.23,1.0864322604331638,0.0190113516842235,107.14930311342168,4,2.550945019007662,14,4,136.74114652237895,2.243629078078638,6,4,128.94508369231988,1.8796317245673424,6,3,110.1770102513247,1.8285101120857936
LOVKUC_#[2],3539.94,3436.35,3516.9,3666.58,85.43,-105.09,174.52,186.87,0.7395684570890513,0.0061479311914066,17.937702306266004,75.34857222757921,176.9425397816058,2.042721961011826,1.1387058619327473,178.80173256585002,-32.77,-174.62,-177.38,253.68,2.045545582479159,1.141969631820392,177.21772465344367,-33.33,-176.26,-179.14,255.4,177.93822637412416,2.053968940855728,1.132594499368596,175.68359669869014,-31.31,-172.33,-177.57,255.96,2.0462829349823544,1.1352799170248713,178.39022743103354,-31.67,-172.19,-176.53,253.72,177.23783509156834,2.015366867346984,1.1413489913256163,179.1375968903994,-40.17,-176.42,-179.41,235.32,0.9446192980164292,0.0184629352124416,64.90698882921423,4,2.4845183315886405,6,4,123.13676557036275,1.8658642474735392,6,4,123.753898243754,1.8757283625301395,6,3,111.6979849143725,1.822723788729384
LURTOJ_#[2],3640.96,3504.88,3656.64,3761.37,234.36,176.25,233.88,292.94,0.859171749216328,0.008769732885476,29.44656177220305,121.18975975061518,177.0767842897835,2.023577401534223,1.1469976198754732,175.52403674110676,-34.75,-174.86,-184.58,255.21,2.0331894378045545,1.1676443551013302,176.18000448614555,-41.9,-183.36,-191.64,249.32,173.08954869525985,1.933835411817664,1.237161569884872,174.27253701197918,-60.47,-208.16,-212.87,239.61,2.0605449982953545,1.169817434474286,178.48493989819596,-39.66,-184.16,-190.53,255.71,174.60803317451476,1.992024023449516,1.1871885191493388,172.45640749776322,-50.18,-192.12,-194.39,235.97,1.0415938952655976,0.0225417735878039,46.665791728422406,4,2.52413730411006,6,3,120.43075689777513,1.8313903707293,6,3,113.87476019375644,1.818174790827328,6,3,115.34136688156477,1.8396589602423576
LURTOJ_#[4],3722.34,3589.24,3716.59,3861.18,245.87,185.97,231.28,320.37,0.8460449770624783,0.0084783364973049,28.28154098467772,116.96839443796158,177.25463292953526,2.0715135553502915,1.113303040506042,177.14162454310826,-25.92,-163.88,-172.61,258.72,2.07798444171269,1.110004189181284,178.06105846282293,-27.17,-164.04,-173.56,256.1,173.9807000114035,1.9669319535764325,1.1829122368121818,176.12468680420977,-40.54,-186.31,-191.2,255.89,2.028620587985837,1.135556555174598,177.01720806383446,-31.58,-172.06,-178.01,255.32,173.39184882119952,1.9708912349493053,1.154700896336363,177.78345098974677,-39.53,-178.68,-182.9,242.98,1.0646059530979382,0.0236589006898565,49.93782853673139,4,2.530815340952398,6,3,113.29654247065386,1.8304626655575365,6,3,113.84349502887152,1.811281706416757,6,3,123.86607992157565,1.821489744687024
LUZSIK_#[2],3345.92,2994.1,3301.98,3741.68,370.1,136.78,363.74,609.78,0.913788426038453,0.0093533954511072,20.15823794791322,89.65759408889487,176.33965683995436,2.0387118138667866,1.143024763511273,179.7181302240018,-34.52,-172.73,-177.58,246.75,2.0478023659523386,1.140086935281691,179.47993965528073,-34.52,-173.67,-176.05,246.15,177.44358101749702,2.0392985117436835,1.1424344795216914,179.2108217484144,-33.16,-172.76,-174.0,247.28,2.051768429916008,1.137424749159257,176.57835128710477,-30.93,-171.0,-172.52,250.73,177.00065376998938,1.9870857656377088,1.160395854870224,179.36348428963888,-44.53,-180.25,-184.51,231.18,0.7438981402689735,0.0060061814634832,97.44471289303344,4,2.581206433046377,74,6,125.06682349954184,2.591335451075372,15,3,104.91956513947574,2.2112238873528844,15,3,106.52346827545716,2.217419856499891
LUZSIK_#[4],3455.03,3290.19,3374.5,3700.4,370.1,136.78,363.74,609.78,0.93653933572537,0.0098814075238541,33.83960642851832,131.84343837106064,175.4990142767668,2.031393356787405,1.145676568670233,179.32227500560745,-38.9,-176.03,-181.9,241.24,2.046847361187444,1.1397410451501695,177.2361320492902,-33.88,-173.54,-181.84,253.72,171.89417357848828,2.0613107116589675,1.1422375672337166,172.75069336208838,-38.51,-171.16,-187.01,242.63,2.030803235175678,1.141383301086887,174.654331356432,-35.6,-171.21,-175.54,239.95,174.14910053371895,1.976704583391256,1.155254504427488,179.53312191534437,-42.57,-179.51,-182.24,234.05,0.7438981402689735,0.0060061814634832,97.44471289303344,4,2.591335451075372,74,6,125.06682349954184,2.581206433046377,15,3,123.9908395673824,2.2112238873528844,15,3,118.74816183524854,2.217419856499891
MAFXOJ_#[4],3465.9,3246.52,3430.61,3720.57,69.02,-222.26,177.72,251.6,0.7138378413398883,0.0057474883900479,19.210522699137712,85.13687966509404,175.31455496672447,2.0468238663842087,1.1376850267099423,176.71979757442182,-31.93,-170.58,-177.93,252.73,2.0460699230475954,1.145060745113551,177.41663871274133,-33.36,-178.22,-179.95,258.09,178.57148475709266,2.035857534308332,1.1486946896368946,177.37075896836714,-35.09,-176.3,-181.53,252.57,2.0487465777884784,1.12483130290724,178.6956488765164,-26.78,-168.04,-170.84,258.53,177.2546251746942,2.016969261044897,1.150137326583221,178.45116607660174,-44.9,-181.52,-185.31,232.13,1.0275212185791207,0.0240346684353727,59.31234124327951,4,2.4671961373186355,8,2,114.2756809926334,1.6877810047515074,6,4,116.32043895385556,1.801490219235174,6,4,124.24560372358188,1.857274750810984
MAFYOK_#[4],3546.36,3491.17,3508.63,3639.27,77.93,-175.53,200.12,209.2,0.7198018923830474,0.0058328880968661,30.09846247809226,106.34917036605626,175.84988790518744,2.047030090155003,1.139130361284432,177.60826915533036,-32.61,-174.57,-177.91,254.65,2.057000529897842,1.1386075091970893,174.71744546746905,-31.95,-171.39,-180.85,256.37,176.86408986416603,2.053378486787081,1.13637783769308,175.99081760208222,-30.65,-171.64,-179.17,258.86,2.054848339902485,1.135426629069444,177.3969648715672,-30.66,-172.9,-176.62,257.55,174.78753866192488,2.012172691396045,1.1495368719619226,178.34914813397882,-40.37,-176.52,-184.41,239.84,1.0095037314401716,0.0224085929151684,64.90695041539857,4,2.47676716305752,8,2,116.91114223232938,1.727309700082762,6,4,121.01256011958712,1.834684218060428,6,4,119.09326440694232,1.8493001081490257
MAJGUD_#[4],3870.04,3785.49,3847.47,3977.18,229.25,127.41,229.39,330.95,0.7404270041128864,0.0062072675334535,16.14091544604821,76.49185593877512,175.5014515435182,2.047305900445754,1.12815970943834,179.18068813495552,-29.8,-169.56,-176.88,257.05,2.025103343042028,1.1260637060131196,176.75613125235748,-28.77,-167.92,-177.43,259.05,177.7837612145939,2.03540672593956,1.136893315135594,178.29914149117462,-30.37,-171.68,-178.69,259.25,2.037755772903122,1.1320551620835442,177.4044558761909,-30.41,-169.94,-181.06,259.77,177.27835688952163,2.0131563426619405,1.1357820785696524,177.82807916010907,-36.56,-171.38,-177.19,238.89,0.9359538190038168,0.0182047345425892,91.6982542908342,4,2.476001819466213,6,4,123.26640260410848,1.8579186984365057,6,4,125.7625751914574,1.8770426553491,6,3,120.90055685991452,1.8211364666054
MEFRAQ_#[12],3511.23,3259.57,3446.98,3827.13,302.78,-8.65,433.11,483.87,0.807876543520966,0.007408462680928,18.60294056755903,79.67049986329903,178.2489389325637,2.071730428892716,1.0882765227643214,178.41320002583274,-16.28,-150.89,-158.47,260.53,2.0368252305978523,1.145738203081317,175.9620128433181,-34.42,-174.53,-179.99,251.27,177.6937585656869,2.061374507458554,1.098376456411917,176.29539047392507,-18.77,-155.46,-159.52,258.67,2.032341216429957,1.1197540846096523,176.165009168108,-27.67,-162.66,-173.94,253.6,177.44090947749393,1.99137169056909,1.1750313570283994,176.02332241721683,-46.5,-181.61,-189.88,232.0,0.4215230493855886,0.0027812433556665,200.10472274528595,4,2.5234545409022133,74,10,140.26035430432125,2.4339022289319674,74,10,141.07977267971953,2.5381864608416778,33,3,130.33153745710857,2.2174990439682274
MEFREU_#[12],3547.86,3331.17,3511.27,3801.15,360.77,459.8,557.15,65.36,0.8225541954495978,0.0077092566710767,14.752898806309062,79.19597743586495,178.92209115108778,2.017693004398836,1.1534367212812338,173.6241725976983,-35.06,-174.6,-182.86,252.28,2.02888480944582,1.1545778016227384,177.6666360379582,-36.15,-176.44,-183.24,251.23,176.90850549663455,2.0399612177686124,1.148247956671381,178.7029760085908,-33.6,-174.55,-180.25,253.98,2.044938835271118,1.123286641957431,178.81084488943762,-28.6,-163.31,-176.03,253.54,176.80409763720215,1.9866387240764232,1.1628934001016606,179.5003314580971,-41.24,-175.78,-184.1,236.16,0.5881247510786296,0.0052848475126965,204.1788565332257,4,2.5171558354619203,74,10,139.79450772733975,2.427736443685764,74,10,141.33589822275815,2.519172532797227,15,3,132.28006189501778,2.095938436595884
MEHZOQ_#[4],3601.57,3423.91,3643.79,3737.0,346.93,253.7,306.53,480.56,0.8448398299903483,0.008057954482944,20.912802027406173,83.24133160061542,176.5655332586404,2.025705378380578,1.1483465200016936,178.51301565314017,-36.45,-179.87,-181.72,252.25,2.0426822195339147,1.145165376703295,176.9064792723435,-34.15,-174.62,-181.77,253.92,175.1736781319832,2.0307139680417823,1.1470225193953258,178.0877949275189,-40.04,-178.53,-186.38,244.8,2.053729001109931,1.127514070865637,177.76296594192428,-30.86,-171.6,-177.13,256.15,178.79377208566453,1.9951563297145407,1.1469551604138677,179.56590218499835,-41.83,-177.27,-180.17,231.96,1.2679605610544846,0.042392594072326,20.31953920047493,4,2.5365012773503586,6,3,113.05582902922218,1.825315561759117,5,4,113.40801073358548,1.9789071529508409,1,1,110.74815845241594,1.4221323074875978
MENCAJ_#[8],3650.01,3534.65,3658.31,3757.07,167.86,-68.83,252.56,319.85,0.8507425709555125,0.0081613489953868,23.01734578936272,100.43075302145915,177.25237443997815,2.0350973957037053,1.1443967887057356,176.21387349104833,-32.73,-172.78,-178.86,253.44,2.029168669677313,1.1327057252437636,178.23820283693655,-28.46,-168.88,-175.25,258.75,174.17484464783632,2.044988376495085,1.1239763787553545,175.83099975794406,-28.27,-164.95,-176.26,256.4,2.0209721769485105,1.159163426786748,176.4746144353745,-40.09,-180.98,-188.87,249.59,176.777846990487,2.000443000937542,1.147091025158858,179.00507709768763,-38.41,-175.47,-180.33,240.58,1.414536970425933,0.0267710477103487,113.16372095126182,4,2.536579466525738,74,8,127.51692738356373,2.5516966394930263,6,4,124.27318676190276,1.9189665890786125,6,4,124.56193038047486,1.7547725465142197
MEQRUV_#[4],3527.0,3365.67,3571.47,3643.87,350.8,145.76,284.58,622.05,0.8015040195422007,0.0071898728455125,25.227122164246,110.37563694595676,173.87791820061906,2.0483846977557696,1.141944871699156,177.3952380911756,-34.49,-175.83,-178.75,251.12,2.047365695228872,1.134351572485356,175.91920343205442,-30.8,-169.98,-174.19,251.77,176.4339916117114,2.0563695339116457,1.1267889465201562,177.74164183838656,-28.69,-168.62,-174.01,256.55,2.0631663263052733,1.1271332263756588,179.30218591984732,-28.23,-169.34,-172.6,257.25,176.40114254380896,2.006222607289629,1.1382118695568064,178.52729389162477,-35.9,-167.96,-180.12,240.38,1.0389866937104006,0.0183956414534687,123.33174973327412,4,2.525204183823558,15,3,123.35690839127317,2.1977649874361003,6,3,119.64693338025862,1.814108604797408,6,4,137.99056679834038,1.8698738727518496
MEQSAC_#[4],3517.38,3341.45,3568.68,3642.0,205.66,218.64,300.84,97.51,0.8970986717368024,0.0089562854499924,27.229576734945425,116.86850249400337,171.4410417009396,2.044425838713648,1.1421955086586533,173.66183234377326,-34.9,-173.95,-177.76,246.99,2.044092960214873,1.1358745837459343,175.35865761046472,-32.47,-171.5,-176.86,250.95,178.7490584252225,2.0462562962639854,1.1366335293312446,178.10249496969143,-33.53,-172.9,-179.11,251.43,2.049630066621778,1.1372842476707403,177.86632439249888,-31.47,-172.77,-178.88,257.22,178.1661353320948,2.001117840108376,1.1503218810402576,178.44374301350163,-40.13,-175.54,-184.1,239.24,1.0704579283900189,0.0203457940291636,45.83093920332806,4,2.575363803426613,15,3,106.07284084721132,2.184368956930125,6,4,124.6015750755388,1.854417679488631,6,3,115.41926720299402,1.8348571524780883
MEQSAC_#[8],3527.24,3376.62,3582.62,3622.49,202.22,212.0,300.34,94.32,0.906989546928186,0.0091782062179761,33.818102208353,122.12355219125708,170.42077625359303,2.042655874101167,1.1373737336513443,173.49746742945752,-33.54,-171.67,-177.31,248.36,2.049961553298012,1.13892581408975,173.1131419108173,-33.69,-172.12,-175.35,246.41,178.09811937433443,2.048973347801284,1.1367017638765238,175.49325194770094,-30.15,-172.15,-177.26,258.95,2.0382402458984075,1.145887010136688,178.12339951841224,-36.21,-176.68,-182.23,250.28,177.19058682289284,1.995391432777038,1.1450265062434142,178.4621809324587,-37.88,-173.07,-180.51,239.95,1.0752629189036675,0.0205706115573221,47.12608360873124,4,2.579238218932093,15,3,105.08911605125054,2.1840067078651555,6,3,116.53031417655184,1.8352344427892573,6,4,124.1717241999108,1.852747565104324
MEQSEG_#[4],3620.38,3471.97,3602.78,3786.4,183.08,220.89,291.28,37.07,0.7946413484459498,0.0071092796742853,24.833023046344664,108.83249116680388,178.70604707850103,2.0476808198545,1.1160053628903404,177.75661789669564,-23.09,-163.64,-168.3,262.67,2.0577911215670066,1.1234417163342298,178.35938270361743,-28.34,-167.28,-171.91,254.17,175.89371898914834,2.052534024078528,1.1190944642879803,177.92888502915622,-29.46,-167.21,-175.87,254.71,2.0394867932889387,1.1347005860578383,175.1653708814036,-30.05,-171.69,-175.04,256.59,171.56317792006095,2.0003828783510413,1.1433144186967998,176.73253857002518,-39.47,-175.92,-178.04,235.55,1.0240809885310531,0.0230828923618655,52.19632358114201,4,2.516359936495572,7,3,124.75550217280932,1.73063044293113,6,4,118.3779410620448,1.9372322266574027,6,3,110.0884882113495,1.8330551628360776
MEQSIK_#[2],3569.73,3392.27,3613.22,3703.71,211.8,269.47,296.73,69.21,0.7982583972462038,0.0073163417218995,22.1258360417252,90.82051305342593,174.1771733836426,2.0376830592611803,1.1393493362441558,178.194817679302,-33.32,-175.43,-180.34,255.81,2.0466015953282164,1.1345239221805763,173.67564390015082,-32.14,-172.45,-178.1,254.12,177.11616421051156,2.0333949173734056,1.1504054980744831,177.5585647229551,-32.21,-177.3,-179.55,260.22,2.0240096170720143,1.1587517292327971,179.07468269822922,-38.6,-181.27,-184.83,250.3,177.07498081145258,1.9763273640771155,1.1762952180468986,178.60944586235738,-47.64,-187.5,-191.68,236.25,1.0529534702598438,0.0254349375046364,31.112864911575542,4,2.5025583489701093,7,3,118.45139827824292,1.6743606421556858,6,4,112.2728323331794,1.907364514192292,6,3,112.6092727071377,1.820042950042663
MIGWII_#[4],3603.8,3403.27,3660.57,3747.57,292.27,229.84,292.6,354.37,0.7924437408693277,0.0070624051675563,21.066481198562045,91.45948252242138,176.92550990372104,2.048840362253731,1.140654886457775,176.88457441101465,-35.07,-175.0,-182.17,251.95,2.033175855650466,1.1415116556566562,177.6217287898333,-33.25,-175.73,-180.03,256.02,174.68622020145946,2.048622908199555,1.1341628895357132,178.6097465001705,-31.61,-172.92,-178.83,256.92,2.04674990411628,1.1379799998242497,175.83615437562452,-31.3,-173.49,-175.21,254.79,178.341999236192,2.006204842482441,1.1447280244669484,178.29992528260564,-38.79,-173.47,-178.57,235.67,1.254093527493697,0.0439081226504296,35.18657898629084,4,2.512185019062092,6,3,115.8116773720312,1.7792066799559856,6,3,114.4053914737704,1.829475318226513,1,1,114.84096083163725,1.4196860040163817
MIHGOZ_#[4],3742.06,3666.96,3741.56,3817.65,492.31,394.13,494.86,587.93,0.87823898325243,0.0087387689947844,27.950625642926013,103.9862527617996,177.66611730069644,2.0294913796318528,1.137695257966737,177.53500603504938,-34.16,-173.41,-179.01,249.93,2.039620028338612,1.1322368789259605,177.60348770270534,-29.72,-171.77,-174.12,256.72,172.71902009946837,2.033406835829958,1.1407212586780346,177.26305673910946,-35.5,-178.41,-181.8,253.72,2.0250864129710617,1.1449517588090772,176.5488921653903,-36.08,-175.82,-183.86,251.45,176.1297682470877,1.9829611090487884,1.1560705774302866,177.4421684748349,-41.53,-177.37,-181.42,234.19,2.083090047626704,0.0729006793468787,38.27350167200221,4,2.5490565431155114,13,4,118.43709844029983,2.376446635209805,1,1,114.04179391033304,1.41994815046184,1,1,113.71976072005876,1.422464980236772
MIHGUF_#[4],3804.81,3733.67,3788.33,3892.43,495.92,394.02,511.63,582.12,0.8465731381762911,0.0081070830152119,13.089490780827248,79.7498605195146,178.60211651709548,2.040499502572838,1.1190481893108977,178.17909981848496,-27.51,-167.35,-172.06,256.88,2.033676800772434,1.1310105967673336,179.3254943837571,-30.46,-170.17,-175.65,254.44,178.53188772072815,2.0540667321194803,1.1279730537561614,178.72698747095035,-30.08,-170.47,-175.93,256.16,2.028152176243193,1.146813555029762,177.5592749157138,-35.25,-177.56,-183.16,254.96,176.28928496516505,1.989496750437155,1.1255531751099106,178.26617687906293,-32.38,-165.53,-170.36,238.75,1.4909837454067003,0.0865683596420117,26.16351121613225,3,2.5371222753347946,1,1,115.92313880784504,1.418441352330084,1,1,116.10297976020254,1.4193275802294547,0,0,0.0,0.0
MIHHAM_#[2],3478.74,3262.96,3495.37,3677.89,109.82,-121.49,170.83,280.11,0.8498429053969883,0.0081140165127189,25.944895479236664,100.42348725710954,172.85243255090444,2.041715562951902,1.142562317775272,176.95227543483665,-34.99,-173.86,-178.36,247.26,2.043470031588425,1.1412068567967852,173.88374616988563,-31.79,-173.62,-175.47,253.73,175.5241612887236,2.0594262162068344,1.1301427918630458,175.75323043528573,-32.23,-170.35,-177.13,250.78,2.033454784351008,1.1361502409452724,177.24999027869578,-32.02,-172.17,-178.73,254.85,177.78337155291442,1.9972085870033711,1.1458676581525444,179.23960604317267,-37.8,-176.6,-179.31,242.53,1.0064245362588309,0.0172527015089383,50.748293555456215,4,2.5449607796585,15,3,115.14279404670744,2.2078768353329856,6,4,127.47945443158868,1.9009247802056768,6,4,109.15127652401424,1.8454882985269767
MINDES_#[4],3462.68,3285.08,3454.53,3648.43,157.74,200.47,22.6,250.16,0.7804215100706946,0.0069006907620848,23.525614091088457,96.92720463413268,175.09402964226308,2.059848171589353,1.1369580203332046,176.9333630703535,-32.74,-173.49,-178.91,254.17,2.035297781652601,1.1466915452727475,177.64251776209008,-36.96,-180.33,-181.75,251.21,175.1089077363875,2.0611433914213726,1.1334320358980503,177.4956529400555,-30.63,-173.18,-176.65,257.94,2.0357362329142745,1.1417478049026408,174.9235268421807,-34.27,-176.27,-179.56,253.03,179.30603058964329,1.997559713750756,1.1559517853267065,178.12088231409118,-45.19,-183.55,-184.57,232.56,1.0693756020216127,0.0252550161075884,45.724308742855456,4,2.5061699643080875,7,2,113.2439758673479,1.706201142890251,6,3,113.9357593333758,1.8432536531904669,6,4,119.08608981596502,1.8303038928003188
MINDIW_#[4],3440.39,3264.39,3433.92,3622.86,156.74,203.63,257.41,9.18,0.794312211757747,0.007094645025344,28.747737950996964,111.16463846699786,174.0895984070943,2.0526391548443192,1.145244903939767,177.15098374993923,-36.1,-177.54,-183.3,252.54,2.0330304965740167,1.1509123076933372,177.31971834874065,-38.12,-181.87,-183.22,250.73,173.7506450214842,2.049798160795352,1.1417908608847769,177.14040041663645,-34.23,-177.11,-178.55,252.97,2.042764195887522,1.1408817861636675,174.47996681006563,-34.56,-175.75,-180.24,252.31,178.3121001150016,2.006534696933994,1.1491180052544656,178.89378176633576,-43.93,-180.87,-183.2,232.28,1.0771135110995331,0.0255243607813497,47.78318954159916,4,2.513540668061689,7,2,115.35748064025378,1.707865021013079,6,3,115.02313959265712,1.838213050764247,6,4,117.9495173419852,1.8403169102086736
MINDOC_#[2],3456.95,3285.91,3412.74,3672.21,173.92,198.24,256.68,66.85,0.8341695306169337,0.007796980693667,41.48797739135178,154.95796772195192,171.543187523781,2.0365449589930487,1.144707290096469,176.04969124636384,-38.07,-177.86,-182.94,246.59,2.051666527484426,1.1388653081027624,176.90258700282797,-34.98,-173.22,-181.71,249.99,171.11956205205863,2.053655616212223,1.1377808312676023,173.2368650636066,-34.82,-173.15,-179.49,248.18,2.045339866623637,1.1430668440646865,174.54911114212263,-34.87,-176.02,-177.59,248.99,174.01004668596573,2.002262712532997,1.147896062368018,177.15704843379388,-41.91,-177.16,-182.25,233.67,1.124481491944162,0.0277313922808012,38.44360770835418,4,2.538395654739426,7,2,113.11546865947902,1.7004486584428231,6,4,121.36753424073704,1.831210651454387,6,3,110.91924621532388,1.834564670432744
MISDAV_#[4],3565.07,3444.96,3566.68,3683.6,167.09,-82.32,280.92,302.69,0.7149806378196564,0.00577589020408,26.172706960880703,106.594947845248,174.36359719360334,2.055900274818796,1.1338432387239423,176.97146040116291,-31.22,-172.89,-178.42,257.64,2.038650740072954,1.1380284794327422,178.38907676586732,-31.25,-173.6,-175.65,255.5,173.66279482474854,2.0500042756052985,1.1374117372350232,174.67955625623898,-34.27,-175.51,-179.93,252.63,2.0405746445548134,1.1369781748125158,176.33097222840988,-33.41,-173.48,-177.86,251.12,177.55499487376625,2.0128677527348886,1.1378658049172583,178.9727909176721,-38.65,-173.44,-180.6,238.07,1.258279709895855,0.0443821603317556,50.183012809495565,4,2.468587920249144,8,2,118.43230334182908,1.6608882864298844,6,4,120.4969953831439,1.803193322969005,1,1,113.02130808319215,1.4251227315568324
MISSAM_#[4],3537.96,3270.96,3555.07,3787.84,147.13,115.05,27.83,298.5,0.6581811667961364,0.004955387381255,15.002320430810542,64.56902052093517,177.27220183213566,2.051563016336569,1.1454147327496704,178.22493082910017,-32.02,-174.34,-179.62,257.89,2.043046981838646,1.1539115650690048,176.42162352861837,-36.77,-177.84,-185.14,252.69,176.83504434153,2.037190099131645,1.1433655452216491,179.3757457208227,-30.12,-171.94,-177.82,259.41,2.049155099059121,1.1359473843448908,178.074722499775,-29.79,-172.64,-175.39,258.65,178.51909480609612,2.0037322924981766,1.1420412864691014,179.3013229388093,-39.33,-174.16,-179.77,235.95,1.045681361130094,0.0207254158308456,58.60953363025325,4,2.431846197850514,17,1,111.47353460761302,2.0989287577238063,7,3,120.5582130858059,1.6970270268914405,6,3,123.91320049680148,1.7880665675527858
MOGDIV_#[2],3473.37,3357.35,3415.86,3646.91,235.52,183.28,243.1,280.17,0.9281912811531694,0.0097113212001104,40.29215842114692,146.68660744485638,174.60248673240628,2.032750368343344,1.1407856108840084,176.36366767588413,-33.3,-173.58,-174.87,248.56,2.0254434798334904,1.1239881049192646,173.83757061712762,-23.34,-161.71,-167.04,258.74,167.98417430931246,2.038090805140929,1.138856202511976,174.8138997591382,-33.74,-171.81,-174.86,245.46,2.022598489567319,1.145512256590909,172.3628855533547,-34.0,-174.15,-176.62,248.78,174.8113229966283,1.9842617896840105,1.1509661115775764,178.5890726010839,-39.27,-177.02,-180.84,240.06,1.093263865677495,0.0242141762203307,113.79117570634344,4,2.57754375520572,6,3,123.96622827566974,1.840311921930628,6,3,123.54922457846531,1.8307458288905096,6,4,130.9479425501537,1.8750457834410328
MOGDIV_#[4],3523.07,3411.83,3501.07,3656.32,7.21,-253.94,-52.01,327.56,0.8235896557711269,0.007777630197994,29.232693020586524,130.47458195587632,179.4483153240441,2.041527707379942,1.144105554570905,178.42244903648998,-32.69,-173.89,-176.37,252.19,2.051555473293374,1.125460727879921,177.43153654987768,-26.67,-166.68,-168.79,255.46,169.37955276093936,2.001897622257442,1.1675481660299931,174.73034456356436,-37.99,-181.99,-183.78,251.79,2.027387442005104,1.1484310340634305,174.30674635753184,-34.98,-176.46,-177.25,248.77,177.48872469177311,1.984978793337601,1.1415884635016251,179.42145547148206,-39.74,-173.09,-177.37,231.24,0.97101917839337,0.0304643112424333,73.42065018452938,3,2.5156232011173696,6,3,135.92751219633627,1.6799252185737312,6,4,135.50423970821822,1.8947924160709533,0,0,0.0,0.0
MOGNAZ_#[4],3451.16,3295.64,3433.46,3624.37,138.0,-26.87,158.05,282.82,0.704086002682144,0.0056290348927084,19.476991377441763,96.03282004571572,178.21506758016193,2.0452973231293288,1.1322847565873175,178.3489324297653,-29.96,-171.82,-176.33,258.26,2.038578490026812,1.1403096333891087,178.4745721729183,-31.37,-174.63,-176.38,256.9,174.72522832143994,2.042205305545944,1.1293562812505182,176.09788488856984,-29.95,-169.75,-174.21,254.1,2.052529037553427,1.1294848250419307,176.19040432796658,-30.14,-170.45,-179.45,259.47,179.14252869085993,2.00639715161281,1.141889775766471,178.7790221445055,-38.27,-176.51,-179.45,241.15,0.943385270485282,0.0141139294870256,54.68496874239237,4,2.459453063182951,35,1,114.28056233418228,2.2277864372511123,6,4,124.15358241301632,1.8446538455764527,6,4,115.22015635967608,1.899200384372328
MOGNED_#[2],3544.36,3425.3,3588.38,3619.4,185.35,157.62,26.76,371.67,0.7259580497342053,0.0060074902967983,13.82134687481856,72.6029630818967,175.97666340800004,2.035373560307788,1.140913760982836,176.8437750471868,-32.99,-175.0,-182.54,258.58,2.053513693648036,1.133353228256752,179.4336607508354,-30.68,-172.91,-176.52,257.39,178.61623062129425,2.042427656001553,1.141139553253676,178.67843844784548,-33.75,-175.01,-179.87,253.63,2.058032511890908,1.129142085833311,175.96027528320835,-29.04,-171.56,-177.04,261.47,179.26343256819035,1.996965240058025,1.1544509950621549,179.61263236900086,-44.1,-181.08,-186.69,235.47,0.8162915552646117,0.0147580761578988,50.52976923589803,4,2.472837362221785,17,1,116.31252921835272,2.0609184214810643,6,3,121.0734888519597,1.8219095641661247,6,3,114.78648281313085,1.9031009904889435
