REFCODE,W sigma,W sigma_11,W sigma_22,W sigma_33,P sigma,P sigma_11,P sigma_22,P sigma_33,W Distortion zeta,W Distortion delta,W Distortion sigma,W Distortion theta,C1-W-C2 angle,C1-W dist,C1-O dist,W-C1-O angle,C1 sigma,C1 sigma_11,C1 sigma_22,C1 sigma_33,C2-W dist,C2-O dist,W-C2-O angle,C2 sigma,C2 sigma_11,C2 sigma_22,C2 sigma_33,C3-W-C4 angle,C3-W dist,C3-O dist,W-C3-O angle,C3 sigma,C3 sigma_11,C3 sigma_22,C3 sigma_33,C4-W dist,C4-O dist,W-C4-O angle,C4 sigma,C4 sigma_11,C4 sigma_22,C4 sigma_33,C5-W-P angle,C5-W dist,C5-O dist,W-C5-O angle,C5 sigma,C5 sigma_11,C5 sigma_22,C5 sigma_33,P Distortion zeta,P Distortion delta,P Distortion sigma,P bonds,P-W dist,?1 atomic number,?1 bonds,W-P-?1 angle,P-?1 dist,?2 atomic number,?2 bonds,W-P-?2 angle,P-?2 dist,?3 atomic number,?3 bonds,W-P-?3 angle,P-?3 dist
GITCEU_#[8],3718.28,3682.94,3728.72,3743.18,247.88,192.61,216.8,334.23,0.7181434409268359,0.0058148913901977,14.75453159441544,77.651028633889,179.2857230973133,2.047240457298557,1.1415645798639684,177.49164397635275,-31.93,-175.33,-178.71,258.24,2.045504390119953,1.1356687237042316,179.2916261258759,-30.69,-173.02,-178.2,259.14,176.88551252923966,2.0423753866515337,1.144779284403767,177.70014424795227,-34.59,-175.82,-182.99,255.04,2.049412625607639,1.126981858771471,178.72649309751165,-27.6,-169.13,-174.78,261.1,176.85677514799704,2.014206339976122,1.1378308002510722,178.12019295083834,-36.68,-174.12,-177.66,241.73,0.9793005733215804,0.0206977548220544,64.9824140074566,4,2.470633904486862,6,4,114.69073795312671,1.876207954891996,6,3,120.544385219024,1.7955066527306447,6,3,123.37903980547688,1.7815859591947842
GITCOE_#[4],3706.08,3621.07,3658.78,3838.39,415.88,197.31,307.26,743.08,0.7177763415498997,0.0058208200213983,19.8428753673263,90.10843309481662,174.82547201909023,2.0581482016609,1.1277273163313908,176.5778177689761,-28.79,-169.36,-176.5,259.48,2.0420411577634763,1.138937649742075,175.84541590638474,-34.85,-174.63,-184.12,254.19,178.1990174428123,2.0432657242757246,1.1404686931257686,178.496283815386,-31.8,-174.7,-180.34,259.65,2.056492025270217,1.135637362893631,179.62926227036382,-31.48,-173.88,-178.65,258.09,177.1292782606807,2.010131861346414,1.14266550223589,179.018738388831,-36.14,-173.77,-177.68,243.03,0.9394678568090336,0.0183905511113525,134.48228380347012,4,2.4726815989932875,6,4,115.83600066504442,1.8708272100864904,6,4,133.4317241124918,1.8372713599248205,6,4,137.31001414321804,1.831010513350485
GIZLAE_#[4],3542.88,3378.64,3573.9,3676.11,252.69,196.11,242.26,319.71,0.7724611152585994,0.0067529576035973,39.83455783449622,143.46177037061636,175.439746020074,2.035641299443495,1.1444632890573645,177.14194182398427,-33.71,-175.58,-178.2,252.63,2.0478606422313024,1.1379416637068878,176.98151990355967,-33.12,-172.69,-178.89,252.22,176.09963972120323,2.040457345792849,1.1415139771373808,178.56085155231884,-33.81,-176.73,-178.99,254.29,2.0519711133444347,1.135622164278243,178.38752484470558,-32.81,-172.27,-177.68,251.52,168.9251250624008,1.999165280810969,1.1493850529739806,175.62976971874434,-41.7,-178.83,-179.74,233.47,1.0045935997646216,0.0212439947119537,49.45865443782235,4,2.498495805479769,6,3,114.32052771014727,1.7941934511083244,6,4,115.51954692592165,1.8605004407416843,6,3,121.03398222023856,1.8316063250600545
GIZLOS_#[2],3717.81,3628.97,3730.37,3794.1,251.95,213.1,232.48,310.28,0.786163066502251,0.0069794974108587,15.524541635577336,78.75065986057562,176.06355116582162,2.034133174106356,1.1531938692171408,178.6653205080762,-35.39,-178.62,-184.7,257.15,2.048556125665099,1.1407239017395927,178.83363944585494,-33.8,-175.55,-182.0,256.14,177.4634054986205,2.04704777911997,1.1411922931741174,176.87566307927045,-32.91,-174.55,-180.04,255.86,2.043017838884428,1.1386981250533437,178.45524301505318,-34.11,-173.93,-182.17,253.76,178.46361630054398,2.000316439966437,1.1478880346096476,179.11436807506067,-39.92,-174.21,-182.82,237.28,1.042275213216876,0.0230200392634585,55.366170514562015,4,2.5063121114498093,6,3,117.8038719934446,1.820410124120386,6,3,114.60203081110414,1.7889922386639914,6,3,121.20098628960496,1.824983545131298
GOFLAS_#[2],3829.27,3776.02,3831.36,3880.44,223.37,127.11,221.98,321.02,0.7645982023375693,0.0066003261543971,28.21279261686068,114.74232063018904,176.1528334246406,2.0227196197199446,1.1300893637230631,175.882815024092,-30.1,-167.83,-176.57,254.1,2.0368972359940014,1.1289074939958543,177.84358024647915,-26.95,-166.69,-173.6,259.45,174.18652057703662,2.0427998090855595,1.149951781597821,175.5311623136017,-37.52,-177.28,-188.95,253.67,2.05215091306658,1.143307084732707,176.52328224648963,-33.84,-173.9,-183.66,256.04,174.13770000112268,2.013786436045292,1.1507481827054964,177.45765524268433,-41.08,-179.7,-182.21,238.68,0.9506910471128264,0.0186551117553917,91.89394463171178,4,2.492429724184817,6,4,121.61221937648932,1.877443397282592,6,3,122.51661217668322,1.8192223421011515,6,4,125.903845617617,1.879241338945054
GORMOP_#[2],3501.25,3305.21,3511.72,3686.82,97.35,-134.4,368.07,58.36,0.779317794866849,0.0068349224933064,23.055552015694488,104.29056476242224,176.61116697910353,2.044996735938716,1.1352822512485603,178.6711271761329,-29.54,-171.47,-174.66,257.52,2.04587017183398,1.1260967409596745,176.9675347485063,-27.16,-169.0,-169.56,257.08,177.4705766506932,2.050820896616768,1.1322055908711983,176.8233651394805,-29.71,-169.6,-173.44,253.93,2.045119309478056,1.125363310224747,177.1684795919733,-25.17,-167.0,-168.15,259.64,173.3009287873778,2.00446879746231,1.1471906249616932,177.49264737368216,-41.81,-176.76,-179.6,230.91,0.9787999745611582,0.0307479750833866,50.85902500097468,3,2.5058458591860755,6,4,115.56716794491054,1.8606285416493,6,3,143.47950756254474,1.6828632148811142,0,0,0.0,0.0
GUSXAU_#[2],3532.22,3351.36,3563.76,3681.56,254.51,200.34,243.95,319.22,0.8762316782664359,0.0086359007385223,32.01115215583569,118.32203231717858,175.38035801502917,2.0291516010392123,1.136622087591122,175.46347186019565,-33.29,-172.84,-178.3,251.28,2.0385970592542315,1.1294080042216808,177.9689019946538,-25.2,-166.73,-170.18,261.32,177.86931559425827,2.045608921568342,1.131240438633628,179.33790435017733,-30.6,-171.56,-177.51,257.26,2.051177517915016,1.1375822343901116,177.44043568245417,-34.69,-173.52,-182.9,252.34,173.13610953435034,1.9911286096081284,1.1462592944007046,177.67675796242276,-39.21,-173.86,-180.8,237.03,1.075227387849734,0.0236343980447833,46.94524187552911,4,2.556871748836848,6,3,117.68974977537108,1.844126468005924,6,4,122.62994778115235,1.832030553784516,6,3,106.46275027392156,1.844003449020636
GUVNER_#[2],3414.94,3129.25,3368.02,3747.56,331.28,431.58,485.99,76.27,0.9378161058449956,0.0099617545373172,33.99433681619162,137.57461287205257,173.0582071665458,2.045463688262395,1.1319444067620994,175.58561254557114,-28.71,-169.02,-171.33,254.22,2.031227279257543,1.1345729284625112,175.73490790585612,-31.88,-171.24,-172.94,248.55,174.1062178556249,2.0280668899225205,1.1434983296883294,178.32584114396866,-34.83,-175.71,-177.45,248.67,2.0228638362480056,1.1373391754441584,175.4086810698834,-30.74,-170.67,-171.81,250.27,174.71666571608625,1.971737168083008,1.1510170242007722,177.08574115336535,-42.36,-176.15,-183.39,232.45,1.4850787372301997,0.0281179013307843,37.23841021624415,4,2.582561435861692,74,6,126.90501993909908,2.588252518592419,6,3,108.1551656725023,1.8432764225693328,6,3,105.61086452137668,1.8424587946545776
GUVNER_#[4],3354.58,3080.39,3286.01,3697.33,331.28,431.58,485.99,76.27,0.9348971067166492,0.0098372173798088,17.50892964192643,90.08632913071176,176.3129368655149,2.0291691723461613,1.1396001228501156,176.2365135464589,-32.22,-173.47,-174.3,251.1,2.0467882450317125,1.1442472197912474,178.0670758329856,-32.59,-173.18,-177.73,253.14,176.0177786915163,2.044114167555227,1.1316296125499723,178.4222799643901,-28.3,-169.27,-172.4,256.78,2.0388601251679823,1.1465528073316114,179.2785612027297,-36.33,-177.0,-179.25,247.26,178.9877688010004,1.977639562711062,1.1494724442108215,178.06445894083618,-42.47,-176.92,-181.54,231.06,1.4850787372301997,0.0281179013307843,37.23841021624415,4,2.588252518592419,74,6,126.90501993909908,2.582561435861692,6,3,103.83290895939984,1.8432764225693328,6,3,106.91380352766892,1.8424587946545776
HAHDOM_#[2],3557.02,3301.08,3546.83,3823.16,437.19,183.07,539.43,589.07,0.945443543218126,0.0102383636311204,30.766147324171072,122.20428369135102,177.6777265843995,2.0170663102634987,1.1544306692045212,177.87349397545972,-38.99,-179.53,-183.28,245.85,2.0875416570693868,1.0949026669069708,177.2407277757761,-18.56,-156.01,-161.96,262.3,173.42200354995944,2.0259334070990587,1.128815822001091,174.74606157833074,-26.77,-166.59,-168.39,254.68,2.031133548046509,1.16611315488678,174.02817794364026,-42.99,-183.49,-188.67,243.19,175.29574676901677,1.9633398737865024,1.1957347950110002,176.9438698802006,-52.13,-191.04,-196.55,231.19,1.5719551997272283,0.0469416624588783,50.67631424455156,4,2.5922690851838666,74,6,124.9998003072612,2.584517924101128,15,4,110.2837908675802,2.1813665693780133,1,1,106.6928334538957,1.4234652401797523
HAHDOM_#[4],3544.33,3298.0,3503.7,3831.28,437.19,183.07,539.43,589.07,0.9226750003109538,0.0097965805038973,24.372018561782056,113.48757694414395,174.73342051615032,2.056552450097006,1.0856308995234063,176.89110881508157,-20.09,-154.8,-161.33,255.85,2.0359156441267414,1.116770392694935,178.9335959498713,-26.13,-166.06,-167.56,255.22,178.57591263522067,2.045308106374196,1.124697021423992,179.82454998151968,-29.31,-168.3,-169.75,250.13,2.0703182702183742,1.0983280247722005,177.35776314734747,-18.42,-158.3,-161.07,264.1,175.0527753175514,1.94647014875646,1.192315495160572,178.4380190995838,-49.79,-190.04,-193.95,234.63,1.5719551997272283,0.0469416624588783,50.67631424455156,4,2.584517924101128,74,6,124.9998003072612,2.5922690851838666,15,4,114.80199591295396,2.1813665693780133,1,1,104.79954937559292,1.4234652401797523
HAQNAO_#[2],3540.79,3306.57,3568.92,3746.89,252.23,178.01,249.4,329.29,0.8195602265810753,0.0075725488947076,33.898100136010044,137.3864845963324,173.57397694952033,2.0276746016064804,1.155148570531081,165.69017038722524,-39.8,-183.89,-189.39,253.89,2.0243779414921512,1.1487656767156644,169.41208141359382,-34.22,-173.95,-182.75,254.06,174.3919315053772,2.0264691707499525,1.1519628596443556,169.9110882448663,-36.19,-176.05,-182.51,250.0,2.0230213271243573,1.1460705257531063,177.25640405778094,-36.94,-176.05,-183.58,248.81,175.0519195891397,2.01943017953085,1.1426424375105275,175.08567427973193,-41.0,-178.05,-180.0,235.05,1.0245058112646386,0.0218240240709654,33.019122891486006,4,2.515930780049404,6,3,119.15320241829237,1.828613409116317,6,4,113.18513301017342,1.851983266663065,6,3,111.85010910541274,1.8181840418395487
HAQNES_#[4],3451.33,3306.53,3396.15,3651.31,248.15,172.22,251.04,321.2,0.8060502862180314,0.007255592942077,20.36794318396225,93.42714155972912,177.04273800784082,2.02851746110306,1.127206671378413,175.53122818077844,-29.52,-170.31,-176.65,258.41,2.0832877141671995,1.123071849883169,179.08069342867998,-27.82,-165.68,-173.65,255.86,179.0916982576574,2.082528561628868,1.104193814509029,179.14807855043142,-18.55,-156.76,-163.76,264.86,2.036609294882059,1.1246547292391569,179.09255536764945,-28.5,-167.99,-171.72,254.2,179.37873725868965,2.0308951967051376,1.1254834827752909,177.46934991990318,-35.81,-173.72,-174.15,240.44,1.0466567859544234,0.0225639363001807,23.61061317722224,4,2.5359978174280826,6,3,119.27179343886895,1.8291697843557344,6,3,110.94585603203208,1.8300093415062124,6,4,108.60668239326446,1.855500754513455
HAQNES_#[8],3375.54,3217.6,3286.18,3622.85,244.33,189.24,245.5,298.25,0.8013171271623456,0.0070544794613187,21.258238874853262,98.83970307423274,176.30081680984833,2.055574678769905,1.1377428795646225,178.85297423855036,-32.22,-174.18,-177.89,255.42,2.070332325980542,1.1255026610363923,176.6707574340744,-28.15,-166.64,-173.14,255.34,174.35367569870422,2.0788426900561765,1.1197538390199877,176.34595383257977,-24.96,-163.43,-171.29,259.85,2.0423432963143098,1.1210565596793052,176.94109729123102,-28.1,-166.46,-171.41,253.58,178.25954133390343,2.0459757305500967,1.118536011937032,179.18938214104077,-32.84,-171.14,-171.39,244.02,1.0463107290918134,0.0224820244798433,22.31977102291036,4,2.539404020631613,6,4,108.34151808548468,1.8574258181687908,6,3,116.13874532573912,1.8219239995126035,6,3,113.68605565012086,1.846240786029817
HAWXAI_#[2],3496.03,3232.17,3538.73,3717.18,306.47,190.2,647.31,81.9,0.9645081911711236,0.0104314101893453,52.240135305482326,156.83351550535772,173.9719459315164,2.0400275733430666,1.1337035635473671,175.7059334454401,-33.06,-171.52,-175.42,247.76,2.0406497862200657,1.139578452762248,174.07495264273933,-32.34,-169.52,-176.94,249.44,168.92906505069465,2.026887470976128,1.152351391720425,172.2967146391902,-37.86,-175.35,-180.61,242.38,2.039559351918938,1.1443175651889643,171.73313858874488,-30.48,-167.43,-171.65,247.62,174.7407652062572,1.9799836211443769,1.1503954841705528,179.0822321847603,-37.59,-174.63,-180.33,242.18,1.2159463322637651,0.025028729328147,107.41691240091,4,2.604126475423189,15,3,129.6395810197236,2.282488644002419,7,3,120.72812404776334,1.6996167685687265,6,4,120.77760688835492,1.9710520185931164
HAWXAI_#[4],3369.37,3088.9,3386.28,3632.94,304.99,210.38,611.57,93.03,0.9711637703318384,0.0105485767548276,49.5886717538273,150.8148744261756,168.83102714556424,2.0428951368095225,1.1415350410740803,171.33497728270945,-34.65,-172.18,-175.04,243.29,2.0490221423889,1.141872273943106,171.80989025181017,-30.07,-165.41,-169.91,245.11,177.96988631417457,2.047226274743464,1.142075238327143,177.39371480992696,-35.27,-175.77,-178.1,248.05,2.0401907900978284,1.1440491117080585,175.56329791846656,-34.04,-175.02,-176.74,249.66,178.57643278652324,1.976791726510408,1.1532315552394492,177.45259134008802,-40.36,-175.43,-182.46,236.82,1.235310128621705,0.0258606583753287,110.68228326959668,4,2.6139234763091284,15,3,131.75777207896482,2.2851650137353325,7,3,121.13361188954426,1.6931368668834776,6,4,119.95137801763856,1.9706414945392785
HECXUL_#[2],3620.83,3539.67,3608.4,3714.41,229.19,137.72,254.66,295.18,0.8138587080698323,0.0074832168305837,34.597022288980014,133.79875726563716,179.0432859604519,2.0344654334738634,1.145199729304893,178.34704264449618,-34.47,-175.36,-181.25,253.2,2.045075873898081,1.1321292594045975,178.4083193417887,-30.14,-171.89,-176.26,257.72,173.58875891044354,2.020780497728538,1.1516506284459718,178.34326304328044,-36.59,-178.14,-182.28,250.65,2.061150186182462,1.1347659714672456,172.7265491781596,-29.48,-167.33,-174.5,253.39,172.6840449643159,2.0029127265060755,1.149449629170413,176.5693498123842,-42.3,-179.84,-181.85,234.78,0.992052390367114,0.0201802470063891,61.98174437937666,4,2.521192168399703,6,4,111.85276943310342,1.8406890367468367,6,4,124.54725068354652,1.9044310856526168,6,4,121.01674644132127,1.834351602065427
HECYAS_#[8],3665.9,3530.33,3680.78,3786.59,243.87,165.13,262.02,304.46,0.8171005332600116,0.0075312873288475,25.91002924548367,105.70316533886214,177.07801791517386,2.0343402493191745,1.1281644250728704,178.19384370685262,-27.56,-168.8,-173.73,259.86,2.0443768855081488,1.1376123812617374,176.60438535787816,-30.79,-169.16,-177.53,254.33,175.2467813368679,2.031688893507074,1.127429541035714,177.5186341152306,-27.92,-168.58,-172.88,257.72,2.042897611237528,1.1353482417302638,173.49206573361943,-31.85,-169.61,-179.0,253.05,175.22694235616206,1.9995586162951065,1.1378310023900744,176.13709489715276,-34.33,-172.31,-173.23,242.56,0.9930295074458092,0.0202425875598518,59.79707386002471,4,2.5208327711294136,6,4,114.74915911695678,1.840210887371336,6,4,127.0001763066636,1.9040574938798465,6,4,114.55492230371937,1.8321709172454403
HECYEW_#[4],3587.5,3459.06,3581.76,3721.66,226.17,126.38,254.08,298.05,0.8354669394576413,0.0078239018528306,19.735953287229293,96.45807625583063,176.94175114683452,2.0620481347437067,1.1289953985734396,176.71366529130563,-28.21,-166.76,-173.71,255.83,2.037156434837541,1.1354644071920523,178.70352202075028,-30.2,-171.7,-176.08,257.17,177.12820984328175,2.0355293488427035,1.1425610574494471,177.82848738891008,-34.37,-175.03,-181.32,253.25,2.0428559934562203,1.1318927025120362,178.7675611705513,-29.26,-170.92,-176.1,259.23,174.87880117190045,2.0059096141152524,1.143060667681291,179.48641917542437,-40.77,-178.4,-179.03,235.13,1.0194139400313462,0.0212417344625386,61.07240978982915,4,2.537980068873671,6,4,126.63343025100696,1.9038688951710936,6,4,116.96194215565777,1.831258589058356,6,4,113.35229047514456,1.839984842328871
HECYIA_#[4],3720.38,3635.59,3699.63,3825.92,197.65,259.62,289.36,43.97,0.7062177727669772,0.0056536293635847,18.37672933999751,86.30939055913872,176.3838752010133,2.023665204523713,1.1450393224688835,177.7919168267344,-34.71,-175.52,-183.16,254.56,2.0507214754812506,1.133017118140763,178.39109817503106,-29.97,-172.5,-178.25,260.83,177.8445087974994,2.044936712957152,1.1352947899114132,178.58465673139767,-30.1,-171.08,-177.25,258.02,2.058780476398589,1.1193884401761514,177.33418422301156,-23.92,-164.81,-168.96,262.01,176.393970484497,2.0161026040358165,1.140803896381845,177.50863463215498,-38.39,-175.36,-177.29,237.48,0.883923657637032,0.0162586185613365,105.0586917536703,4,2.4625719583394914,6,4,125.85107200565191,1.8710708725219365,6,4,130.0864393924726,1.9247936356918884,6,4,119.56838347179848,1.8240040515305864
HECYIA_#[8],3711.78,3644.48,3652.85,3838.01,190.29,243.43,285.64,41.79,0.7241376936003183,0.0059162472679337,17.815762521712685,85.07510149804752,178.1245333889896,2.0527718090425933,1.1418250566527255,177.05646964091812,-32.49,-174.01,-180.01,256.55,2.033062146123428,1.1302379926369508,178.94300897174136,-28.68,-171.27,-175.55,260.79,176.9849989944913,2.058090425613025,1.134097143105474,177.10325446980593,-29.09,-170.25,-176.5,259.5,2.03747880234372,1.1347041244306812,177.37924940961258,-29.46,-171.41,-176.98,260.01,177.01786629202846,2.017449910158861,1.135301312427675,179.31115319146323,-36.24,-171.25,-177.28,239.8,0.9040545999594344,0.0168935997447337,106.85457795622038,4,2.474253234816517,6,4,131.07349370873442,1.9172879726321768,6,4,124.3581173831472,1.868206043240412,6,4,120.85173129865684,1.8291564886580929
HEVHOI_#[2],3522.87,3341.15,3474.28,3753.17,388.32,219.49,344.09,601.4,0.8624129905361382,0.0083674771214996,37.30629087667069,139.47634561217654,175.1953355611617,2.0358855296897214,1.151807388411796,177.34441249894337,-41.06,-177.16,-183.62,237.61,2.036089376721956,1.1461459113044896,175.86478353488246,-40.5,-178.85,-182.46,239.81,169.12885940014576,2.055473154774832,1.1418775591104329,175.6809569693506,-38.15,-174.37,-181.78,241.7,2.0378344903352685,1.1516998089780173,175.91571672722472,-41.73,-180.33,-184.84,239.96,174.89334338269123,1.993591796231114,1.1587297398444556,177.3394798588008,-42.96,-176.18,-179.17,226.46,0.7172716296273149,0.0057491006864804,183.610758876402,4,2.549222663872262,39,12,166.48691879394346,2.668432082703251,15,4,115.17967595261806,2.2477883997387305,15,4,113.98309879942592,2.252594717209468
HEVMUQ_#[4],3539.37,3199.08,3619.34,3799.7,362.98,115.51,225.74,747.7,0.7741820457815392,0.006771237893951,17.62226031705687,77.42262474432704,175.83249160505102,2.0297026826606896,1.1400637262890176,177.6613852035596,-33.38,-174.38,-177.29,251.53,2.056938815327281,1.1189069889852326,178.59323211864952,-26.2,-165.93,-168.34,255.66,178.4690906643363,2.034753066099177,1.13880348612041,177.69714882411785,-32.81,-173.68,-177.93,253.18,2.0405459294022275,1.1373881527429412,179.24378551138852,-31.56,-173.5,-176.26,255.07,178.14741923506517,2.0074565026420865,1.1405849771060468,179.36964364611205,-36.63,-172.24,-180.06,242.42,0.937833606078832,0.0268151654182892,25.552685508431694,3,2.498388626695215,6,4,119.04240058199456,1.822498951988724,6,3,122.0309487891083,1.7675278922834576,0,0,0.0,0.0
HEWYOX_#[2],3582.54,3457.33,3553.06,3737.22,246.59,204.98,231.45,303.34,0.8617500274988932,0.0083602283840112,24.07526536279984,101.0813892068308,176.5834353485652,2.014833990680126,1.1420959942141466,177.96011546162063,-32.29,-174.96,-177.59,255.68,2.045028806643076,1.133591910698025,175.87906586206688,-29.46,-169.89,-177.08,258.58,177.34315031735676,2.026437840152025,1.1391661555716963,176.8283745302061,-35.4,-175.28,-181.92,251.0,2.043458707681659,1.1272126196951486,178.40134821160288,-25.58,-167.78,-171.74,262.78,174.21043558238023,2.005306183603889,1.1247321503362484,177.97002561629031,-33.49,-169.34,-173.41,242.27,1.0703191482543,0.0236559008124933,37.72811284590276,4,2.5440631222514902,6,3,116.30814667631138,1.8318621263621355,6,3,111.63245662989291,1.8278298990879864,6,3,118.4007707055302,1.83185904479575
HIBVOG_#[4],3661.98,3471.22,3685.95,3828.76,147.78,118.95,260.12,64.27,0.7682704481037494,0.0066133149471804,20.15961048401581,88.15842396084807,177.04817725564112,2.0602868756559123,1.1370757714418158,179.22148131314125,-31.67,-173.86,-178.49,257.35,2.0334719127639795,1.1463413714945472,179.4812763463842,-34.76,-176.46,-181.29,253.48,176.0288420708828,2.043745260544964,1.1496259217675986,177.9369658632519,-35.46,-177.34,-184.33,255.29,2.038878814446804,1.1458264310095134,177.10501384382957,-35.38,-176.22,-182.12,252.2,176.9888880944719,2.0237050921515216,1.1415739748259857,178.95676765892384,-39.7,-177.76,-180.39,239.04,1.2661653462385318,0.0383048068070132,51.341728588609854,4,2.5009798599748856,8,2,102.21266552121088,1.648094381399318,7,3,121.74208464513929,1.6676184065906683,7,3,120.67936081124512,1.6548960994576063
HIMLAR_#[2],3457.84,3279.7,3417.51,3676.29,151.53,148.33,271.17,35.1,0.8323650399601434,0.007816149655807,28.40315477576594,114.87181897120348,176.02984852440684,2.0260361818092,1.1388949424771366,174.731916269753,-33.24,-174.57,-177.22,252.07,2.064698028768371,1.1303430850852323,176.43835076366966,-28.59,-171.01,-173.51,258.74,175.60693194858473,2.041630882407494,1.1475604907803334,178.03537078589287,-35.08,-176.43,-181.28,252.48,2.0318344125444865,1.1454624655570345,174.38239988803315,-35.37,-177.07,-182.12,253.08,174.6272224861834,2.00070112960432,1.1407132593250593,176.35068143840886,-40.06,-176.75,-178.89,235.47,1.0959394639296385,0.0264383126558905,47.60079068442988,4,2.5323991510028594,7,2,112.46351236660496,1.7003536044011556,6,3,109.3671139144396,1.870678449119464,6,4,120.36095610566868,1.8342864716286813
HIRSOQ_#[8],3566.87,3328.44,3513.29,3858.88,355.93,30.71,501.47,535.61,0.9904192642239896,0.0112302531425684,32.72147128571102,136.68526503623227,177.3375674652562,2.013103775268428,1.1335971109702072,178.89678762998727,-34.04,-168.84,-176.4,243.12,2.026064349915868,1.1388547449082331,176.38235196557451,-31.56,-166.11,-177.49,248.91,173.27115964076884,2.068638586123733,1.1240618043506316,176.24384757387966,-24.22,-159.36,-165.91,252.61,2.0160488734155244,1.1457821957073682,174.62213425665206,-36.78,-172.26,-173.83,235.74,173.07745817710804,1.9523481477441464,1.1670717972772713,178.55154212950634,-42.89,-173.08,-184.19,228.6,0.543434343639106,0.0081915869839973,94.83978081344044,3,2.609492305027933,78,4,138.2840085927577,2.381171581385936,15,4,128.45385677950944,2.087756185477605,0,0,0.0,0.0
HIRXUE_#[2],3430.88,3222.47,3450.05,3620.12,180.08,236.65,264.54,39.04,0.7295257490206088,0.0059827375942812,21.654794685764884,84.77061418764859,179.06518167816364,2.036314705540379,1.1469826241055274,178.6262524441554,-35.62,-178.53,-179.72,251.4,2.0482570370927577,1.1418959190749376,177.85900898415392,-32.96,-176.88,-180.04,258.03,176.95184763452082,2.045954645147345,1.1404124517033298,178.228730105685,-32.08,-173.41,-178.21,255.37,2.045572753533836,1.1367536100668427,178.99577914017686,-31.52,-174.16,-175.21,254.8,177.66520536286492,2.0209386952602,1.1397229619517188,178.07008761044133,-41.94,-175.85,-180.7,230.74,0.9728980026465828,0.0190446809646553,39.87698502164949,4,2.477123016727269,17,1,110.82727136764548,2.082644679247998,6,3,116.41309983820668,1.8212620953613448,6,3,119.759019621303,1.7656075979673396
HIRXUE_#[4],3453.71,3255.71,3463.65,3641.79,178.01,232.98,262.13,38.93,0.7589236074595345,0.0065277454004899,18.586516435659902,84.32901049278412,177.23108978360716,2.029390364124162,1.1410818375559224,176.65672957285094,-33.08,-174.68,-178.55,253.99,2.062690597253984,1.1305817882842453,179.55917003753885,-28.74,-169.4,-174.19,257.35,176.10314168648674,2.0306791400908213,1.1462578069526954,175.96726677542316,-35.33,-179.2,-181.1,254.32,2.052392457596743,1.1359977640823071,177.91795308333047,-30.33,-173.21,-174.83,257.04,177.06942271671946,2.0061953469191365,1.1485805195979948,178.10219168117115,-42.96,-179.06,-182.01,232.2,0.9894120724802612,0.0195539199488077,44.32204081756156,4,2.49162374567269,17,1,110.4094067513888,2.089655804193598,6,3,121.33936852798024,1.773252111235174,6,3,117.28280083845728,1.8186153661508528
HIRYAL_#[2],3661.87,3498.68,3717.92,3769.02,259.3,201.1,240.45,336.34,0.8025489530316796,0.0072324330546039,18.53718174990793,90.12821497785754,177.4939888691223,2.0564386399793206,1.1357278283109913,176.0532404808746,-30.28,-172.02,-176.78,257.95,2.032960358688777,1.1421507474935169,177.419278335471,-35.54,-176.37,-183.66,253.41,176.60894383387262,2.041457592016058,1.1399247957650538,178.6067447664761,-33.42,-175.84,-180.34,255.92,2.040121873810484,1.1450789710757938,176.05959171531148,-33.2,-177.05,-179.25,256.69,176.78202557899195,2.009942198173867,1.1433833740264026,178.80034138762505,-37.94,-175.45,-179.7,241.34,1.0463798853630553,0.0230522418231941,52.60101790792173,4,2.517713504352709,6,3,121.0500778672288,1.833991357667751,6,3,112.9132804278748,1.841124115859656,6,3,118.3010764046042,1.785265268804611
HIRYEP_#[4],3653.38,3539.44,3668.99,3751.7,241.4,175.0,217.25,331.96,0.7875248351054585,0.0070038155057716,30.0463868352054,102.67032337968384,176.07950470820106,2.050027575424292,1.1316064907908585,176.699808564681,-28.32,-168.5,-176.94,260.47,2.050138466055404,1.1327126511167778,178.10470243442705,-28.13,-169.91,-174.49,260.03,177.43990055143868,2.042986079247727,1.1358314399592926,175.7504703975793,-29.87,-169.99,-176.14,256.52,2.0456112949433973,1.1351675911511911,178.6026868280639,-30.52,-171.45,-175.91,255.79,176.06106580929367,1.9967589964740364,1.1527554510823173,179.1168878309128,-40.94,-179.65,-182.12,238.95,1.029939058846682,0.0222436349328595,53.47380305280828,4,2.509619383492246,6,3,122.22571817273422,1.828666503220313,6,3,113.61463100927917,1.8335140332159985,6,3,116.8657930172678,1.8067994963470624
